Unsafe Lane Changing	Unsafe Lane Changing				4
Driver Inattention/Distraction	Lost Consciousness	Unspecified			4
Other Vehicular	Pavement Defective				4
Unsafe Speed	Unsafe Speed				4
Drugs (Illegal)	Drugs (Illegal)				4
Reaction to Other Uninvolved Vehicle	Turning Improperly				4
Physical Disability	Fatigued/Drowsy	Unspecified			4
Other Lighting Defects					4
Steering Failure	Unspecified	Unspecified	Unspecified		4
Fatigued/Drowsy	Fatigued/Drowsy	Fatigued/Drowsy	Unspecified	Unspecified	4
Backing Unsafely	Passenger Distraction				4
Traffic Control Disregarded	Physical Disability	Unspecified			4
Backing Unsafely	Outside Car Distraction				4
Turning Improperly	Reaction to Other Uninvolved Vehicle				4
View Obstructed/Limited	Lost Consciousness				4
Pavement Slippery	Other Vehicular	Unspecified			4
Turning Improperly	Physical Disability				4
Other Electronic Device	Turning Improperly				4
Other Electronic Device	Traffic Control Disregarded				4
Other Vehicular	Other Vehicular	Other Vehicular	Fatigued/Drowsy		4
Fatigued/Drowsy	Fatigued/Drowsy	Driver Inattention/Distraction			4
Fell Asleep	Driver Inattention/Distraction				4
Reaction to Other Uninvolved Vehicle	Fatigued/Drowsy				4
Backing Unsafely	Driver Inattention/Distraction	Unspecified			4
Other Vehicular	Other Vehicular	Other Vehicular	Unspecified		4
Turning Improperly	Other Vehicular	Unspecified			4
Backing Unsafely	Backing Unsafely	Unspecified	Unspecified		4
Driver Inexperience	Driver Inexperience	Unspecified	Unspecified		4
View Obstructed/Limited	Driver Inexperience				4
Cell Phone (hands-free)	Other Vehicular				4
Oversized Vehicle	Driver Inexperience				4
Lane Marking Improper/Inadequate					4
Driver Inexperience	Fatigued/Drowsy	Unspecified			4
Lane Marking Improper/Inadequate	Driver Inattention/Distraction				4
Fatigued/Drowsy	Traffic Control Disregarded	Unspecified	Unspecified		4
Traffic Control Disregarded	Oversized Vehicle				4
Drugs (Illegal)	Unspecified	Unspecified	Unspecified		4
Pavement Slippery	Obstruction/Debris				4
Oversized Vehicle	View Obstructed/Limited				4
Alcohol Involvement	Traffic Control Disregarded	Unspecified			4
Failure to Keep Right	Driver Inattention/Distraction				4
Lost Consciousness	Other Vehicular	Other Vehicular			4
Pavement Slippery	View Obstructed/Limited				4
Pavement Slippery	Other Vehicular	Other Vehicular			4
Other Vehicular	Other Vehicular	Unspecified	Unspecified		4
Pavement Slippery	Driver Inexperience				4
Tire Failure/Inadequate	Tire Failure/Inadequate				4
Lost Consciousness	Turning Improperly	Unspecified			4
Outside Car Distraction	Driver Inattention/Distraction	Driver Inattention/Distraction			4
Fatigued/Drowsy	Obstruction/Debris				4
Failure to Yield Right-of-Way	Driver Inattention/Distraction	Unspecified			4
Failure to Yield Right-of-Way	Glare				4
Fatigued/Drowsy	Lost Consciousness	Unspecified			4
Other Vehicular	Other Vehicular	Other Vehicular	Other Vehicular	Other Vehicular	4
Outside Car Distraction	Outside Car Distraction	Driver Inattention/Distraction			3
Physical Disability	View Obstructed/Limited				3
Other Vehicular	Driver Inattention/Distraction	Other Vehicular			3
Driver Inattention/Distraction	Driver Inattention/Distraction	Backing Unsafely			3
Other Vehicular	Driver Inattention/Distraction	Driver Inattention/Distraction			3
Passenger Distraction	Unspecified	Unspecified	Unspecified		3
Driver Inattention/Distraction	Accelerator Defective				3
Cell Phone (hands-free)	Outside Car Distraction				3
Fatigued/Drowsy	Outside Car Distraction	Outside Car Distraction			3
Cell Phone (hands-free)	Cell Phone (hands-free)				3
Other Vehicular	Animals Action				3
Prescription Medication	Driver Inattention/Distraction	Unspecified			3
Brakes Defective	Pavement Slippery				3
Brakes Defective	Outside Car Distraction				3
Brakes Defective	Other Vehicular	Other Vehicular			3
Tire Failure/Inadequate	Tire Failure/Inadequate	Unspecified			3
Brakes Defective	Driver Inattention/Distraction				3
Outside Car Distraction	Obstruction/Debris				3
Brakes Defective	Brakes Defective	Brakes Defective			3
Fatigued/Drowsy	Fatigued/Drowsy	Turning Improperly			3
Fatigued/Drowsy	Fatigued/Drowsy	Traffic Control Disregarded			3
Backing Unsafely	View Obstructed/Limited				3
Unsafe Speed	Turning Improperly				3
Traffic Control Disregarded	Physical Disability	Unspecified	Unspecified		3
Pavement Slippery	Other Electronic Device				3
Fatigued/Drowsy	Fatigued/Drowsy	Failure to Yield Right-of-Way			3
Unsafe Speed	Unspecified	Unspecified	Unspecified	Unspecified	3
View Obstructed/Limited	Aggressive Driving/Road Rage				3
Outside Car Distraction	Fatigued/Drowsy	Traffic Control Disregarded			3
Backing Unsafely	Alcohol Involvement				3
Backing Unsafely	Aggressive Driving/Road Rage				3
Animals Action	Unspecified	Unspecified	Unspecified		3
Traffic Control Disregarded	Reaction to Other Uninvolved Vehicle				3
Animals Action	Animals Action	Unspecified			3
Passenger Distraction	Lost Consciousness				3
Outside Car Distraction	Fatigued/Drowsy	Driver Inattention/Distraction			3
Alcohol Involvement	Other Vehicular	Other Vehicular			3
Alcohol Involvement	Lost Consciousness				3
View Obstructed/Limited	Obstruction/Debris				3
Failure to Yield Right-of-Way	Traffic Control Disregarded	Unspecified	Unspecified	Unspecified	3
Traffic Control Disregarded	Traffic Control Disregarded	Unspecified	Unspecified	Unspecified	3
Other Electronic Device	Fatigued/Drowsy	Fatigued/Drowsy			3
Oversized Vehicle	Unspecified	Unspecified	Unspecified	Unspecified	3
View Obstructed/Limited	Outside Car Distraction				3
Other Electronic Device	Failure to Yield Right-of-Way				3
View Obstructed/Limited	Oversized Vehicle				3
Failure to Yield Right-of-Way	Passenger Distraction				3
Aggressive Driving/Road Rage	Traffic Control Disregarded	Unspecified			3
Aggressive Driving/Road Rage	Other Vehicular	Other Vehicular	Other Vehicular		3
Turning Improperly	Alcohol Involvement				3
Aggressive Driving/Road Rage	Driver Inexperience				3
Shoulders Defective/Improper	Unspecified				3
Obstruction/Debris	Turning Improperly				3
Aggressive Driving/Road Rage	Backing Unsafely				3
Aggressive Driving/Road Rage	Aggressive Driving/Road Rage	Aggressive Driving/Road Rage			3
Physical Disability	Traffic Control Disregarded	Unspecified			3
Physical Disability	Reaction to Other Uninvolved Vehicle				3
Outside Car Distraction	Aggressive Driving/Road Rage				3
Tow Hitch Defective	Unspecified	Unspecified			3
Pedestrian/Bicyclist/Other Pedestrian Error/Confusion					3
Turning Improperly	Driver Inattention/Distraction	Unspecified			3
Lost Consciousness	Unsafe Speed				3
Other Vehicular	Turning Improperly	Unspecified			3
Failure to Keep Right	Unsafe Speed				3
Failure to Keep Right	Traffic Control Disregarded				3
Oversized Vehicle	Outside Car Distraction				3
Pavement Slippery	Driver Inattention/Distraction	Unspecified			3
Failure to Keep Right	Other Vehicular	Other Vehicular			3
Failure to Keep Right	Other Vehicular				3
Other Vehicular	Traffic Control Disregarded	Other Vehicular			3
Other Vehicular	Tire Failure/Inadequate				3
Failure to Keep Right	Fatigued/Drowsy				3
Oversized Vehicle	Other Electronic Device				3
Other Vehicular	Prescription Medication	Other Vehicular			3
Other Vehicular	Physical Disability	Unspecified			3
Drugs (Illegal)	Backing Unsafely				3
Lost Consciousness	Driver Inattention/Distraction	Unspecified			3
Oversized Vehicle	Fell Asleep				3
Driver Inexperience	Traffic Control Disregarded	Unspecified			3
Reaction to Other Uninvolved Vehicle	Driver Inexperience				3
Steering Failure	Steering Failure	Unspecified			3
Driver Inexperience	Outside Car Distraction				3
Lane Marking Improper/Inadequate	Oversized Vehicle				3
Lane Marking Improper/Inadequate	Lost Consciousness				3
Driver Inexperience	Illness				3
Driver Inexperience	Fell Asleep				3
Reaction to Other Uninvolved Vehicle	Failure to Yield Right-of-Way				3
Driver Inexperience	Failure to Yield Right-of-Way	Unspecified			3
Illness	Outside Car Distraction				3
Traffic Control Disregarded	Driver Inexperience	Unspecified			3
Traffic Control Disregarded	Driver Inexperience	Unspecified	Unspecified		3
Glare	Traffic Control Disregarded				3
Glare	Lost Consciousness				3
Turning Improperly	Traffic Control Disregarded	Unspecified			3
Steering Failure	Unspecified	Unspecified	Unspecified	Unspecified	3
Glare	Fatigued/Drowsy				3
Glare	Driver Inattention/Distraction				3
Outside Car Distraction	Prescription Medication				3
Following Too Closely	Unspecified	Unspecified	Unspecified	Unspecified	3
Other Vehicular	Obstruction/Debris				3
Traffic Control Disregarded	Fatigued/Drowsy	Unspecified	Unspecified		3
Pavement Defective	Driver Inattention/Distraction				3
Reaction to Other Uninvolved Vehicle	Oversized Vehicle				3
Turning Improperly	Turning Improperly	Turning Improperly			3
Driver Inattention/Distraction	Other Vehicular	Driver Inexperience			3
Turning Improperly	Unsafe Speed				3
Fell Asleep	Other Vehicular				3
Outside Car Distraction	Outside Car Distraction	Unspecified	Unspecified		3
Driver Inattention/Distraction	Fatigued/Drowsy	Unspecified	Unspecified		3
Driver Inattention/Distraction	Fatigued/Drowsy	Turning Improperly			3
Outside Car Distraction	Outside Car Distraction	Outside Car Distraction	Outside Car Distraction		3
Driver Inattention/Distraction	Fatigued/Drowsy	Fatigued/Drowsy	Unspecified		3
Driver Inattention/Distraction	Fatigued/Drowsy	Fatigued/Drowsy	Fatigued/Drowsy		3
Fell Asleep	Failure to Yield Right-of-Way				3
Passing or Lane Usage Improper	Lost Consciousness				3
Driver Inattention/Distraction	Failure to Yield Right-of-Way	Failure to Yield Right-of-Way			3
Other Vehicular	Failure to Yield Right-of-Way	Other Vehicular			3
Traffic Control Disregarded	Lost Consciousness	Unspecified			3
Failure to Yield Right-of-Way	Physical Disability	Unspecified	Unspecified		2
Driver Inattention/Distraction	Fatigued/Drowsy	Other Vehicular			2
Pavement Slippery	Brakes Defective				2
Prescription Medication	Glare				2
Lost Consciousness	Lost Consciousness	Unspecified	Unspecified		2
Other Electronic Device	Fatigued/Drowsy	Unspecified			2
Outside Car Distraction	Outside Car Distraction	Outside Car Distraction	Outside Car Distraction	Unspecified	2
Failure to Keep Right	Driver Inattention/Distraction	Unspecified	Unspecified		2
Failure to Keep Right	Driver Inattention/Distraction	Unspecified			2
Alcohol Involvement	Driver Inexperience	Unspecified	Unspecified		2
Other Vehicular	Physical Disability	Other Vehicular	Other Vehicular		2
Failure to Keep Right	Backing Unsafely				2
Lost Consciousness	Lost Consciousness	Lost Consciousness	Unspecified		2
Failure to Yield Right-of-Way	Traffic Control Disregarded	Unspecified	Unspecified		2
Lost Consciousness	Lost Consciousness	Lost Consciousness			2
Alcohol Involvement	Drugs (Illegal)	Unspecified			2
Steering Failure	Other Vehicular	Unspecified			2
Traffic Control Disregarded	Aggressive Driving/Road Rage	Unspecified			2
Lost Consciousness	Lane Marking Improper/Inadequate				2
Failure to Yield Right-of-Way	Turning Improperly	Unspecified			2
Other Vehicular	Pavement Slippery	Unspecified			2
Lost Consciousness	Fell Asleep				2
Drugs (Illegal)	Outside Car Distraction				2
Lost Consciousness	Fatigued/Drowsy	Unspecified			2
Lost Consciousness	Fatigued/Drowsy	Fatigued/Drowsy			2
Traffic Control Disregarded	Aggressive Driving/Road Rage	Unspecified	Unspecified		2
Lost Consciousness	Failure to Yield Right-of-Way	Unspecified			2
Drugs (Illegal)	Other Vehicular				2
Oversized Vehicle	Lane Marking Improper/Inadequate				2
Lost Consciousness	Failure to Keep Right				2
Passenger Distraction	Backing Unsafely				2
Drugs (Illegal)	Failure to Keep Right				2
Alcohol Involvement	Fell Asleep				2
Prescription Medication	Prescription Medication	Unspecified	Unspecified		2
Drugs (Illegal)	Driver Inattention/Distraction				2
Accelerator Defective	Accelerator Defective	Unspecified			2
Turning Improperly	Fatigued/Drowsy	Fatigued/Drowsy			2
Steering Failure	Pavement Slippery				2
Traffic Control Disregarded	Other Electronic Device				2
Traffic Control Disregarded	Traffic Control Disregarded	Traffic Control Disregarded	Unspecified		2
Traffic Control Disregarded	Traffic Control Disregarded	Traffic Control Disregarded	Traffic Control Disregarded	Traffic Control Disregarded	2
Driver Inattention/Distraction	Fatigued/Drowsy	Fatigued/Drowsy	Fatigued/Drowsy	Fatigued/Drowsy	2
Alcohol Involvement	Other Electronic Device				2
Driver Inexperience	Unsafe Speed				2
Driver Inexperience	Turning Improperly	Unspecified			2
Passenger Distraction	Failure to Yield Right-of-Way				2
Fatigued/Drowsy	Alcohol Involvement	Unspecified			2
Reaction to Other Uninvolved Vehicle	Reaction to Other Uninvolved Vehicle	Unspecified			2
Turning Improperly	Unspecified	Unspecified	Unspecified	Unspecified	2
Pedestrian/Bicyclist/Other Pedestrian Error/Confusion	Unspecified	Unspecified	Unspecified	Unspecified	2
Turning Improperly	Other Electronic Device				2
Traffic Control Disregarded	Traffic Control Disregarded	Other Vehicular			2
Pavement Slippery	Alcohol Involvement				2
Other Vehicular	Other Vehicular	Unspecified	Unspecified	Unspecified	2
Tire Failure/Inadequate	Unspecified	Unspecified	Unspecified	Unspecified	2
Alcohol Involvement	Physical Disability	Unspecified	Unspecified		2
Lane Marking Improper/Inadequate	View Obstructed/Limited				2
Steering Failure	Tire Failure/Inadequate				2
Alcohol Involvement	Prescription Medication	Unspecified			2
Fatigued/Drowsy	Cell Phone (hands-free)				2
Outside Car Distraction	Fatigued/Drowsy	Fatigued/Drowsy	Fatigued/Drowsy		2
Driver Inexperience	Passing or Lane Usage Improper				2
Driver Inexperience	Passenger Distraction				2
Other Electronic Device	Other Electronic Device	Unspecified	Unspecified		2
View Obstructed/Limited	Fatigued/Drowsy	Fatigued/Drowsy			2
Lane Marking Improper/Inadequate	Prescription Medication				2
Tire Failure/Inadequate	Other Vehicular				2
Unsafe Lane Changing	Other Vehicular				2
Driver Inexperience	Other Vehicular	Unspecified			2
Fatigued/Drowsy	Driver Inattention/Distraction	Fatigued/Drowsy	Fatigued/Drowsy		2
Other Vehicular	Other Vehicular	Physical Disability			2
Other Vehicular	Backing Unsafely	Unspecified			2
Traffic Control Disregarded	Driver Inattention/Distraction	Traffic Control Disregarded			2
Lane Marking Improper/Inadequate	Fatigued/Drowsy				2
Lane Marking Improper/Inadequate	Failure to Yield Right-of-Way				2
Lane Marking Improper/Inadequate	Driver Inexperience				2
Fatigued/Drowsy	Outside Car Distraction	Unspecified	Unspecified		2
Other Vehicular	Driver Inexperience	Unspecified			2
Outside Car Distraction	Fatigued/Drowsy	Fatigued/Drowsy	Unspecified		2
Animals Action	Fatigued/Drowsy				2
Fatigued/Drowsy	Driver Inattention/Distraction	Unspecified	Unspecified		2
Passenger Distraction	Outside Car Distraction				2
Backing Unsafely	Backing Unsafely	Backing Unsafely			2
Traffic Control Disregarded	Driver Inattention/Distraction	Unspecified	Unspecified		2
Outside Car Distraction	Outside Car Distraction	Other Vehicular			2
Prescription Medication	Outside Car Distraction				2
Driver Inattention/Distraction	Failure to Yield Right-of-Way	Unspecified	Unspecified		2
Prescription Medication	Drugs (Illegal)				2
Illness	Turning Improperly				2
Illness	Traffic Control Disregarded				2
Driver Inexperience	Failure to Keep Right				2
Other Electronic Device	Oversized Vehicle				2
Passenger Distraction	Passenger Distraction	Unspecified			2
Outside Car Distraction	Fatigued/Drowsy	Unspecified	Unspecified	Unspecified	2
Other Vehicular	Other Vehicular	Other Vehicular	Traffic Control Disregarded		2
Illness	Oversized Vehicle				2
Unsafe Speed	Driver Inattention/Distraction				2
Backing Unsafely	Cell Phone (hands-free)				2
Driver Inexperience	Driver Inexperience	Driver Inattention/Distraction			2
Outside Car Distraction	Fell Asleep				2
Driver Inexperience	Driver Inattention/Distraction	Unspecified	Unspecified		2
Fatigued/Drowsy	Failure to Yield Right-of-Way	Unspecified	Unspecified		2
Oversized Vehicle	Aggressive Driving/Road Rage				2
Driver Inattention/Distraction	Driver Inattention/Distraction	Fatigued/Drowsy	Fatigued/Drowsy		2
Driver Inexperience	Driver Inattention/Distraction	Driver Inattention/Distraction			2
Passenger Distraction	Traffic Control Disregarded				2
Other Vehicular	Other Vehicular	Other Vehicular	Other Vehicular	Fatigued/Drowsy	2
Driver Inexperience	Brakes Defective				2
View Obstructed/Limited	Brakes Defective				2
Accelerator Defective	Driver Inexperience				2
Traffic Control Disregarded	Prescription Medication	Unspecified			2
Backing Unsafely	Failure to Keep Right				2
Fatigued/Drowsy	Fatigued/Drowsy	Backing Unsafely			2
Illness	Backing Unsafely				2
Fatigued/Drowsy	Fatigued/Drowsy	Driver Inexperience			2
Outside Car Distraction	Illness				2
Backing Unsafely	Illness				2
Backing Unsafely	Other Electronic Device				2
Pavement Slippery	Pavement Slippery	Other Vehicular			2
Headlights Defective	Headlights Defective				2
Tire Failure/Inadequate	Traffic Control Disregarded				2
Physical Disability	Illness				2
Outside Car Distraction	Turning Improperly	Unspecified			2
Headlights Defective					2
Other Vehicular	Other Vehicular	Fatigued/Drowsy	Other Vehicular		2
Glare	Unspecified	Unspecified	Unspecified		2
Other Vehicular	Other Vehicular	Fatigued/Drowsy	Fatigued/Drowsy		2
Unsafe Speed	Unsafe Speed	Unspecified	Unspecified		2
Other Electronic Device	Unspecified	Unspecified	Unspecified	Unspecified	2
Other Vehicular	Cell Phone (hands-free)				2
Other Vehicular	Other Vehicular	Failure to Yield Right-of-Way			2
Glare	Prescription Medication				2
Physical Disability	Driver Inexperience	Unspecified			2
Unsafe Speed	Unsafe Speed	Unspecified			2
Driver Inattention/Distraction	Traffic Control Disregarded	Unspecified	Unspecified		2
Outside Car Distraction	Traffic Control Disregarded	Unspecified	Unspecified		2
Outside Car Distraction	Traffic Control Disregarded	Unspecified			2
Driver Inattention/Distraction	Traffic Control Disregarded	Traffic Control Disregarded			2
Fatigued/Drowsy	Traffic Control Device Improper/Non-Working				2
Pavement Defective	Pavement Defective	Pavement Defective			2
Driver Inattention/Distraction	Alcohol Involvement	Unspecified			2
Oversized Vehicle	Pavement Slippery				2
Other Vehicular	Other Vehicular	Brakes Defective			2
Other Lighting Defects	Backing Unsafely				2
Physical Disability	Glare				2
Reaction to Other Uninvolved Vehicle	Outside Car Distraction				2
Backing Unsafely	Unsafe Speed				2
Unsafe Lane Changing	Backing Unsafely				2
Other Lighting Defects	Other Lighting Defects				2
Turning Improperly	Traffic Control Disregarded	Unspecified	Unspecified		2
Unsafe Speed	Prescription Medication				2
Pavement Slippery	Oversized Vehicle				2
Pavement Defective	Driver Inexperience				2
Outside Car Distraction	Outside Car Distraction	Fatigued/Drowsy	Unspecified		2
Tire Failure/Inadequate	Driver Inattention/Distraction				2
Traffic Control Disregarded	Obstruction/Debris				2
Fatigued/Drowsy	Unsafe Speed				2
Fatigued/Drowsy	Unsafe Lane Changing				2
Driver Inattention/Distraction	Driver Inexperience	Driver Inattention/Distraction	Driver Inexperience		2
Outside Car Distraction	Other Electronic Device				2
Driver Inattention/Distraction	Driver Inexperience	Driver Inattention/Distraction			2
Driver Inattention/Distraction	Passing or Lane Usage Improper				2
Accelerator Defective	Backing Unsafely				2
Other Vehicular	Lane Marking Improper/Inadequate				2
Brakes Defective	Brakes Defective	Unspecified	Unspecified		2
Brakes Defective	Driver Inexperience				2
Driver Inattention/Distraction	Outside Car Distraction	Unspecified			2
Traffic Control Disregarded	Pavement Slippery	Unspecified			2
Driver Inattention/Distraction	Outside Car Distraction	Fatigued/Drowsy			2
Fatigued/Drowsy	Glare				2
Tire Failure/Inadequate	Tire Failure/Inadequate	Tire Failure/Inadequate			2
Following Too Closely	Following Too Closely				2
Other Vehicular	Aggressive Driving/Road Rage	Other Vehicular			2
Unsafe Lane Changing	Driver Inattention/Distraction				2
Fatigued/Drowsy	Lane Marking Improper/Inadequate				2
Traffic Control Disregarded	Fell Asleep				2
Unsafe Speed	Other Vehicular	Unspecified			2
Pavement Slippery	Other Vehicular	Other Vehicular	Other Vehicular	Other Vehicular	2
Brakes Defective	Unspecified	Unspecified	Unspecified	Unspecified	2
Cell Phone (hand-held)	Cell Phone (hand-held)				2
Fatigued/Drowsy	Turning Improperly	Unspecified	Unspecified		2
Driver Inattention/Distraction	Other Vehicular	Driver Inattention/Distraction			2
Cell Phone (hand-held)	Driver Inattention/Distraction				2
Traffic Control Disregarded	Illness				2
Driver Inattention/Distraction	Other Electronic Device	Unspecified			2
Tire Failure/Inadequate	Fatigued/Drowsy				2
Fatigued/Drowsy	Other Vehicular	Other Vehicular	Other Vehicular		2
Outside Car Distraction	Oversized Vehicle				2
Physical Disability	Physical Disability	Physical Disability			2
Physical Disability	Unsafe Lane Changing				2
Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Unspecified	Unspecified		2
Obstruction/Debris	Oversized Vehicle				2
Pavement Slippery	Fatigued/Drowsy	Unspecified			2
Physical Disability	Outside Car Distraction	Unspecified			2
Outside Car Distraction	Backing Unsafely				2
Physical Disability	Other Vehicular	Unspecified			2
Outside Car Distraction	Alcohol Involvement				2
Obstruction/Debris	Obstruction/Debris	Obstruction/Debris			2
Fatigued/Drowsy	Other Vehicular	Other Vehicular	Other Vehicular	Other Vehicular	2
Outside Car Distraction	Brakes Defective				2
Physical Disability	Failure to Yield Right-of-Way	Unspecified			2
Prescription Medication	Obstruction/Debris				2
Oversized Vehicle	Traffic Control Disregarded				2
Turning Improperly	Cell Phone (hands-free)				2
Aggressive Driving/Road Rage	Aggressive Driving/Road Rage	Unspecified	Unspecified		2
Oversized Vehicle	Reaction to Other Uninvolved Vehicle				2
Prescription Medication	Alcohol Involvement				2
Fell Asleep	Prescription Medication				2
Tow Hitch Defective	Tow Hitch Defective				2
Driver Inattention/Distraction	Lane Marking Improper/Inadequate				2
Failure to Yield Right-of-Way	Illness				2
Aggressive Driving/Road Rage	Lost Consciousness	Unspecified			2
Obstruction/Debris	Unspecified	Unspecified	Unspecified		2
Other Electronic Device	Aggressive Driving/Road Rage				2
Outside Car Distraction	Driver Inattention/Distraction	Fatigued/Drowsy			2
Aggressive Driving/Road Rage	Physical Disability				2
Physical Disability	Backing Unsafely	Unspecified			2
Outside Car Distraction	Outside Car Distraction	Unspecified	Unspecified	Unspecified	2
Aggressive Driving/Road Rage	Prescription Medication				2
Fatigued/Drowsy	Pavement Slippery	Other Vehicular			2
Aggressive Driving/Road Rage	Reaction to Other Uninvolved Vehicle				2
Aggressive Driving/Road Rage	Traffic Control Disregarded				2
Other Electronic Device	Backing Unsafely				2
Outside Car Distraction	Other Vehicular	Fatigued/Drowsy			2
Traffic Control Device Improper/Non-Working	Driver Inattention/Distraction				2
Lost Consciousness	Traffic Control Disregarded	Unspecified			2
Other Vehicular	Turning Improperly	Other Vehicular			2
Driver Inattention/Distraction	Driver Inattention/Distraction	Traffic Control Disregarded			2
Pavement Slippery	Driver Inexperience	Unspecified			2
Other Vehicular	Fatigued/Drowsy	Other Vehicular	Other Vehicular	Other Vehicular	2
Aggressive Driving/Road Rage	Turning Improperly	Unspecified			2
Tow Hitch Defective					2
Driver Inattention/Distraction	Fell Asleep	Unspecified	Unspecified		2
Other Vehicular	Backing Unsafely	Other Vehicular			2
Failure to Yield Right-of-Way	Pavement Slippery	Unspecified			2
Driver Inattention/Distraction	Fell Asleep				2
Passing or Lane Usage Improper	Fell Asleep				2
Driver Inattention/Distraction	Cell Phone (hand-held)				2
Steering Failure	Other Vehicular				2
Alcohol Involvement	Alcohol Involvement	Alcohol Involvement	Alcohol Involvement	Alcohol Involvement	2
Failure to Yield Right-of-Way	Physical Disability	Unspecified			2
Passing or Lane Usage Improper	Passing or Lane Usage Improper				2
Alcohol Involvement	Alcohol Involvement	Alcohol Involvement	Unspecified	Unspecified	2
View Obstructed/Limited	Other Vehicular	Unspecified			2
Driver Inattention/Distraction	Driver Inattention/Distraction	Other Vehicular	Other Vehicular		2
Failure to Keep Right	Failure to Yield Right-of-Way				2
Other Vehicular	Fatigued/Drowsy	Fatigued/Drowsy	Fatigued/Drowsy	Fatigued/Drowsy	2
Alcohol Involvement	Alcohol Involvement	Unspecified	Unspecified		2
Alcohol Involvement	Alcohol Involvement	Unspecified	Unspecified	Unspecified	2
Physical Disability	Other Vehicular	Other Vehicular	Unspecified		1
Physical Disability	Unsafe Lane Changing	Unspecified	Unspecified	Unspecified	1
Physical Disability	Obstruction/Debris				1
Physical Disability	Lost Consciousness	Unspecified			1
Physical Disability	Fell Asleep	Unspecified	Unspecified	Unspecified	1
Physical Disability	Fell Asleep	Unspecified	Unspecified		1
Physical Disability	Fatigued/Drowsy	Fatigued/Drowsy			1
Physical Disability	Drugs (Illegal)				1
Physical Disability	Driver Inexperience	Unspecified	Unspecified	Unspecified	1
View Obstructed/Limited	Unspecified	Unspecified	Unspecified		1
Physical Disability	Driver Inattention/Distraction	Unspecified	Unspecified		1
Physical Disability	Driver Inattention/Distraction	Unspecified			1
Physical Disability	Cell Phone (hand-held)				1
Physical Disability	Backing Unsafely	Backing Unsafely			1
Prescription Medication	Cell Phone (hand-held)				1
Physical Disability	Alcohol Involvement				1
Physical Disability	Aggressive Driving/Road Rage	Unspecified			1
Physical Disability	Aggressive Driving/Road Rage				1
Prescription Medication	Driver Inattention/Distraction	Lost Consciousness			1
Pedestrian/Bicyclist/Other Pedestrian Error/Confusion	Unspecified	Unspecified			1
Pedestrian/Bicyclist/Other Pedestrian Error/Confusion	Pedestrian/Bicyclist/Other Pedestrian Error/Confusion				1
Pedestrian/Bicyclist/Other Pedestrian Error/Confusion	Pavement Slippery				1
Pavement Slippery	View Obstructed/Limited	Unspecified	Unspecified		1
Prescription Medication	Driver Inexperience	Unspecified			1
Prescription Medication	Failure to Keep Right				1
Pavement Slippery	Unsafe Lane Changing				1
Pavement Slippery	Turning Improperly	Unspecified	Unspecified		1
Prescription Medication	Failure to Keep Right	Failure to Yield Right-of-Way	Failure to Yield Right-of-Way		1
Pavement Slippery	Traffic Control Disregarded	Unspecified			1
View Obstructed/Limited	View Obstructed/Limited	Failure to Yield Right-of-Way			1
Pavement Slippery	Steering Failure	Unspecified			1
Pavement Slippery	Reaction to Other Uninvolved Vehicle				1
Accelerator Defective	Unspecified	Unspecified	Unspecified	Unspecified	1
Pavement Slippery	Pavement Slippery	Unspecified	Unspecified	Unspecified	1
Prescription Medication	Failure to Yield Right-of-Way	Unspecified			1
Prescription Medication	Fatigued/Drowsy	Unspecified			1
Pavement Slippery	Pavement Slippery	Turning Improperly	Unspecified	Unspecified	1
Pavement Slippery	Pavement Slippery	Pavement Slippery	Unspecified	Unspecified	1
Prescription Medication	Fell Asleep				1
Pavement Slippery	Pavement Slippery	Pavement Slippery	Other Vehicular		1
Prescription Medication	Illness				1
Pavement Slippery	Pavement Slippery	Fell Asleep			1
Prescription Medication	Lane Marking Improper/Inadequate				1
Pavement Slippery	Pavement Defective				1
Pavement Slippery	Passenger Distraction				1
Pavement Slippery	Other Vehicular	Unspecified	Unspecified	Unspecified	1
Pavement Slippery	Other Vehicular	Pavement Slippery	Unspecified	Unspecified	1
Prescription Medication	Lost Consciousness	Unspecified			1
Pavement Slippery	Lane Marking Improper/Inadequate				1
Pavement Slippery	Fatigued/Drowsy	Traffic Control Disregarded			1
Pavement Slippery	Fatigued/Drowsy	Pavement Slippery			1
Pavement Slippery	Failure to Yield Right-of-Way	Unspecified			1
Pavement Slippery	Failure to Keep Right				1
Pavement Slippery	Driver Inattention/Distraction	Pavement Slippery			1
Prescription Medication	Other Vehicular	Unspecified			1
Pavement Slippery	Brakes Defective	Unspecified			1
Pavement Slippery	Backing Unsafely	Unspecified	Unspecified		1
Pavement Slippery	Backing Unsafely	Unspecified			1
Pavement Defective	Unspecified	Unspecified	Unspecified	Unspecified	1
Pavement Defective	Unspecified	Unspecified	Unspecified		1
Prescription Medication	Outside Car Distraction	Unspecified			1
Pavement Defective	Pavement Slippery				1
Pavement Defective	Pavement Defective	Unspecified			1
Prescription Medication	Outside Car Distraction	Unspecified	Unspecified		1
Pavement Defective	Lost Consciousness				1
Pavement Defective	Failure to Yield Right-of-Way				1
Prescription Medication	Pavement Slippery	Pavement Slippery			1
Passing or Lane Usage Improper	Other Vehicular	Unspecified			1
